city,district,special provider,provider type,name,specialties,address,mon-fri,sat-sun,appointment tel,foreign lang. service,appointment recommended,website,cn_address,lat,long
Shanghai,Huangpu District,No,Private,Shanghai Wonders Fullway Healthcare Clinic,"","Room1101-1108,11F, No 974, Waima Road, Huangpu District, Shanghai, China",8:30 am - 11:30 am 1:00 pm- 4:30 pm,Closed,01-63151881, No,"",,上海市黄浦区外马路974号11楼1101-1108室,31.212224,121.506596
Beijing,Xicheng District,n/a,Private,EuroEyes Beijing,Ophthalmology,"L319,The 3rd floor of Season Place Mall,No.2 Jinchengfang Street, Xicheng District, Beijing",10:00 am - 6:00 pm,Accept appointment,"00-70-7999
010-660989",Eng,Yes,,北京市西城区金城坊街2号楼金融购物中心3层302区-L319,39.915989,116.361461
Nanjing,Jiangning District,No,Public,Haw Hospital affiliated to Nanjing Medical University health check up Department,"","4th floor, check up department .No.109 Longmian Avenue,Jiangning  District,Nanjing",8:00am-12:00am 13:30pm-17:00pm,8:00am-12:00am,"00-80-0955 Group
00-80-7553 Individual",Eng,Yes,http://www.nydsrrsh.com/,南京市江宁区龙眠大道109号4楼体检部,31.932045,118.894594
Shanghai,Minhang District,No,Public,Shanghai Minghang District Central Hospital VIP Department,"","No.20 outpatient department, 4F , outpatient building, No.170 xinsong Road, Minhang, Shanghai",9:00 am - 6:00 pm,n/a,"00-80-0955 Group
00-80-7553 Individual","","",http://www.mh-hospital.sh.cn/yyfw/index_23.aspx,上海市闵行区莘松路170号门诊大楼4楼二十门诊,31.10825,121.376071
Chongqing,JiangBei District,No,Dental,Chongqing Meilian dental clinic,Dental,"2nd floor,PinAn Plaza, 36 East Jianxin road",9:30 am - 6:00 pm,9:30 am - 6:00 pm,03-6711087,Eng,Yes,,建新东路36号,30.959255,104.197426
Shenyang,Shenhe District,No,Private,Northeast International Hospital,internal medicine,"NO2, Tianci Street, Hunnan District, Shenyang",8:00 am - 5:00 pm,8:00 am - 5:00 pm,0-6369911,"English
Japaness",Yes,,沈阳市浑南区天赐街2号,41.74977,123.463494
Shanghai,Huangpu District,No,Private,"SinoUnited Health Clinic-Gefei Center Clinic - Medical, Dental and Endoscopy Center","Family Medicine, Internal Medicine, GI, Urology, Dentistry, Dermatology, ENT, Gynecology, Pediatrics","Room 305-306, 3rd Floor, No. 757 Mengzi Rd., Shanghai",9:00 am - 6:00 pm,"Saturday, Sunday : 9:00-18:00",01-63188178,"Eng
Jp
Fr
Dutch
Ger",Yes,,上海市黄浦区蒙自路757号3层306-306室,31.197224,121.481983
Shenyang,Dadong District,NO,Private,International Department of Shenyang Deji Hospital,Family Medicine,"NO.54 Pangjiang Street, Dadong District   ",8:30 am ~ 16:30 pm,Closed ,"00-0077090
0-381"," English, French, German,Spanish",Yes,,大东区滂江街54号,41.799853,123.485829
JiaXing,NanHu District,No,Public,JiaXing No.1  Hospital Health screening Department,"","Health screening department, 3F , outpatient building, No.1882 South zhonghuan Road, JiaXing",11:30 am 14:00 -17:00 pm,Closed ,0573-8153018,"",Yes,http://www.jxdyyy.com/,嘉兴市中环南路1882号门诊3楼体检中心,30.736481,120.742339
Beijing,Chaoyang District,No,Private,Health in Here CBD Clinic,"GP，Internal Medicine, Pediatric，Dental，Gynecology","Room 17/18/19/20, F1;Room 18/29, F2;No.5 , Jing Hua South St;  Room 30/31, F1; No.12, Jin Tong West Rd; Chaoyang District,  Beijing",8:30 am – 12:00 pm 1: 00 pm -5: 00 pm,Saturday: 8:30 am – 12:00 pm               1: 00 pm -5: 00 pm Sunday：closed,010-87669 H,Eng,"",,北京市朝阳区景华南街5号01层101内17/18/19/20单元、02层201内18/20单元、金桐西路12号01层101内F1-30及F1-31单元,39.914959,116.45514
Hangzhou,ShangCheng District,No,Public,Hangzhou Obsterics Hospital,"Gastroenterology, Obstetrics, Newborn Screening, Child Health Care","4th Floor, International Department , 369 Kunpeng Road, ShangCheng District, Hangzhou",8:00 am - 12:00 am 1:30 pm - 5:00 pm,Closed,0571-5600591,Eng,"",http://www.hzwmhp.com/,杭州市上城区鲲鹏路369号门诊4楼国际门诊部,30.228626,120.1977
Hangzhou,Jianggan District,No,Private,Tree ENT Clinic HangZhou,ENT,"",Monday-Tuesday: closed,9:00 am - 18:30 pm,00-6858-537,Eng,"",,"杭州市江干区四季青街道景昙路9号西子国际大厦T3B座11楼 11th Floor, Tower T3B, Xizi International Centre, No. 9 Jing Tan road, Jianggan District, Hangzhou ",30.258124,120.203827
Beijing,Shijingshan district,No,Private,Beijing Intech jingxi rehabilitation hospital,Rehabilitation,No.29，yangzhuang north district，shijingshan district，Beijing,8:00 am - 5:00 pm,8:00 am - 5:00 pm,"010-68867988
139101377",Eng,"",,北京市石景山区杨庄北区29号,39.926092,116.191805
Beijing,Yanjiao Economic & Technological Development Zone,No,Public,HE BEI YANDA HOSPITAL,"Specialty Department: Gynecology, Obstetrics, Pediatrics ,TCM, Neurology, Neurosurgery, Cardiovascular Medicine, Surgery","West Sipulan Road, Yanjiao Economic & Technological Development Zone, Beijing",8:00 am - 5:00 pm,8:00 am - 5:00 pm,"00-898-110
010-808100","Eng
Jp","",http://www.ydyy120.com/,北京东燕郊开发区思菩兰路西侧,39.922446,116.798559
Beijing,Shunyi District,No,Dental,Jiamei Dental Xiangyun Clinic,Dental,"204, building 4, xiangyun town, no. 9, yutai street, linan economic zone, shunyi district, Beijing",9:00 am - 8:00 pm,9:00 am - 8:00 pm,"00-650-9970
010-801665",Eng,Yes,,北京市顺义区临空经济核心区安泰大街9号院商业街祥云小镇4号楼204,40.09036,116.535348
Qingdao,Huangdao Open Economic Zone,No,Public,The Huikang Hospital of Qingdao University Medical Group,Internal Medicine OB/GYN,"227 Changjiang East Road,Huangdao District,Qingdao",8:00  - 11:30 am 13:30-17:00pm,closed,"053-6699999
1760530330","",Yes,,山东省青岛市经济技术开发区长江东路227号,35.970966,120.231963
Shenzhen,Nanshan District,No,Private,Globalcare Medical Centre,GP、Pediatrics、Dermatolog,"Unit 2A,2/F, Block B, Wanlian Building, SheKou Valley, NO.12 Yan Shan Road , Nanshan District , Shenzhen ,China","9:00-12:00,14:00-18:00 MON-FRI 9:00 – 12:00 , 14:00-18:00",SAT9:00-13:00 SUN Closed,0755-8871088,"Eng
/Japanses","",,深圳市南山区蛇口网谷万联大厦B座2A单元,22.492741,113.915863
Guangzhou,Fanyu District,No,Private,GuangZhou Z'an Kangze TCM Clinic ,TCM,"No. 101 shops 2-6 Haishun Road, Southern towns, Fanyu District, GuangZhou city",Monday Closed 10:00am-18:00pm,10:00am-18:00pm,00-898-5070,"",Yes,,广州市番禺区南村镇海顺路2-6号101商铺,23.001919,113.350285
Shanghai,XuHui District,No,Dental,DDS Dental Puxi,Dental,"B1-05,No.1325 M. Huaihai Rd.，Real Tower，Xuhui Dist., Shanghai 200031, China",9:30 am - 6:00 pm,9:30 am - 6:00 pm,"01-5655766
01-565678",/EngGerySpan,Yes,,上海市徐汇区淮海中路1325号瑞力大厦B1-05室,31.212229,121.449843
Shanghai,Pudong New District,No,Dental,DDS Dental Pudong,Dental,"Rm.101-103, No.438 Pudian Rd.,Double Dove Great Tower, Shanghai 200122, China",9:30 am - 6:00 pm Wednesday off,9:30 am - 6:00 pm,"01-6109980
01-6109998",EngSpan,Yes,,上海市浦东新区浦电路438号双鸽大厦101-103室,31.222771,121.533361
Shanghai,Minhang District,No,Dental,DDS Dental Huacao,Dental,"No.388, Xingle Rd.(Jinfeng Rd.),Huacao Town, Shanghai 201107, China",10:30 am - 7:00 pm Monday、Tuesday off,9:30 am - 6:00pm,"01-8088
01-8089",/EngGerySpanish,Yes,,上海市闵行区幸乐路388号,31.207719,121.28177
Shanghai,Minhang District,No,Dental,DDS Dental Hongqiao,Dental,"The Mixc Mall UG05-07, Room201,No.1799,WuZhong Rd., MinHang Dist., Shanghai, 201103,China",9:30 am - 6:00pm Monday、Wednesday off,9:30 am - 6:00pm,"01-610665
01-610667",/EngGerySpan,Yes,,上海市闵行区吴中路1799号201室万象城UG05-07号,31.17002,121.36598
Shanghai,QingPu District,No,Dental,DDS Dental Qingpu,Dental,"Floor 5, No.1921, Huqingping Road, Qingpu Dist., Shanghai 201702, China",10:00 am - 6:30 pm Wednesday、Thursday off,9:30 am - 6:00 pm,"01-6976031
01-697603",/EngGerySpan,Yes,,上海市青浦区沪青平公路1921号5楼,31.165817,121.274541
Shanghai,Changning District,No,Wellness Checkup,Shanghai International Travel Medical Care Clinic,Check up Vaccine,"3rd Floor, No.3 Building,No.15 JinBang Road,Changning District.",08.30-11:00 13:00-15:00,Closed,"00-80-0955 Group
00-80-7553 Individual",Eng,"",,上海市长宁区金浜路15号3号楼3楼,31.197779,121.36418
Beijing,Chaoyang District,No,Private,Dou An Quan Healthcare Beijing Clinic,"Family Medicine, TCM",FullLink Plaza 3rd F.  No 18 ChaoWai Street .Chao Yang District Beijing,9:00 am - 6:00 pm,9:00 am - 6:00 pm,010-65885718,"",Yes,,北京市朝阳区朝外大街18号丰联广场3层,39.9238,116.438388
Zhengzhou,Jinshui District,No,Public,Henan Provincial People's Hospital International Medical Center,"Cardiovascular, Neurology","Inpatient Building, 7 Weiwu Rd,  Jinshui Qu, Zhengzhou Shi, Henan Sheng",8:00 am - 5:00 pm,Closed,"00-80-0955 Group
00-80-7553 Individual",Eng,Yes,,河南省郑州市金水区纬五路7号河南省人民医院东院病房楼,34.773213,113.695917
Shanghai,Pudong New District,No,Private,Shanghai Pubin Children's Hospital,"Chid & Adolescent Health Examination (Developmental & Behavioral Pediatrics),Respiratory & Asthmatic Clinic,Endocrinology, Dermatology, Ophthalmology, Dental Care, and Otolaryngology (E.N.T.), Pediatric Surgery","No.1616 Binjiang Ave, Pudong District, Shanghai",Internal Medicine Outpatient Hour 8:00 AM - 9:30 PM Other Pediatric Departments Outpatient Hour 8:30 AM - 5:30 PM,Internal Medicine Outpatient Hour 8:00 AM - 9:30 PM Other Pediatric Departments Outpatient Hour 8:30 AM - 5:30 PM,01-0089088,"Eng
/Janpanese","",,上海市浦东新区滨江大道1616号,31.243964,121.522511
Wuhan,Wuchang District,No,Public,Hubei GeneralHospital/Renmin Hospital of Wuhan University,"Cardiology, Neurology, Nephrology, Cardiothoracic Surgery, Ophthalmology, Psychiatry, Cardiothoracic Surgery , Clinical laboratory","903 Administration building,238 Jiefang RD, Wuchang District,Wuhan City, Hubei Province","05.01-09.30 8:00 am - 12:00 pm, 2:30 pm - 6:00 pm 10.01-04.30 8:00 am - 12:00 pm, 2:00 pm - 5:30 pm",Closed,07-88319185,"Eng
Jp","",http://www.rmhospital.com/mobile/index_m.html,湖北省武汉市武昌区解放路238号学术活动中心903,30.535948,114.298564
Shanghai,Minhang District,No,Private,Shanghai Gushengtang Wanjia branch,"TCM Internal Medicine, TCM Gynaecology, TCM Pediatric","No. 1100 wu zhong road, no. 1-2, Xuanrun international building",8:00 am - 8:30 pm,8:00 am - 8:30 pm,"01-601516
00667777",Cn,"",,吴中路1100号炫润国际大厦1-2楼,30.890944,120.626448
Guangzhou,Yuexiu District,No,Private,Guangzhou Gushengtang Taojin branch,TCM,"No.94, hengfu road, guangzhou",8:30 am - 9:30 pm,8:00 am - 5:30 pm,"00-8385733
00667777","",Yes,,广州市恒福路94号,23.143431,113.287533
Guangzhou,Yuexiu District,No,Private,Guangzhou Gushengtang Tianhebei branch,TCM,"No.58, shui Yin road, guangzhou",8:30 am - 9:30 pm,8:30 am - 9:30 pm,"00-873678
00667777","",Yes,,广州市水荫路58号,23.138549,113.313543
Guangzhou,Tianhe District,No,Private,Guangzhou Gushengtang Junjing branch,TCM,"Level 2, no.9 jun jing road, junjing garden, tianhe district",8:00 am - 10:00 pm,8:00 am - 10:00 pm,"00-3870609
00667777","",Yes,,天河骏景花园骏景路9号2层,23.123901,113.386789
Guangzhou,Yuexiu District,No,Private,Guangzhou Gushengtang Dongshan branch,TCM,"No. 48 zhongshan road, guangzhou",8:30 am - 9:30 pm,8:30 am - 9:30 pm,"00-8776017
00667777","",Yes,,广州市中山一路48号,23.127609,113.306641
Guangzhou,Yuexiu District,No,Private,Guangzhou Gushengtang Donghu branch,TCM,"No.60, donghu road, guangzhou",8:30 am - 9:30 pm,8:30 am - 9:30 pm,"00-83330
00667777","",Yes,,广州市东湖路60号,23.119031,113.289559
Guangzhou,Haizhu District,No,Private,Guangzhou Gushengtang Chigang branch,TCM,"No.30, Chigang north road, haizhu district",8:00 am - 9:00 pm,8:00 am - 6:00 pm,"00-8911631
00667777","",Yes,,海珠区赤岗北路30号,23.097675,113.327645
Guangzhou,Haizhu District,No,Private,Guangzhou Gushengtang Haizhu branch,TCM,"No.8, jiangnan garden, baoye junction",8:30 am - 9:30 pm,8:00 am - 5:30 pm,"00-3810585
00667777","",Yes,,宝业路口江南花园8号,22.788545,108.316304
Guangzhou,Fanyu District,No,Private,Guangzhou Gushengtang Fanyu branch,TCM,"No. 65 pingkang road, fanyu district",8:00 am - 9:00 pm,8:00 am - 9:00 pm,00667777,"",Yes,,番禺区平康路65号,22.938785,113.372786
Shenzhen,Luohu District,No,Private,Shenzhen Gushengtang Luohu branch,TCM,"Second floor, hurun building, No. 2088 shennan east road",9:00 am - 9:00 pm,9:00 am - 9:00 pm,"0755-888310
00667777","",Yes,,深南东路2088号湖润大厦二层,22.544474,114.124741
Shenzhen,Baoan District,No,Private,Shenzhen Gushengtang baoan traditional Chinese medicine hall,TCM,68-2 xinan second road and the first floor of the building,8:00 am - 9:00 pm,8:00 am - 9:00 pm,"0755-805095
00667777","",Yes,,深圳市宝安区新安二路68—2号合合大夏一楼,22.558507,113.908917
Shenzhen,Futian District,No,Private,Shenzhen Gushengtang Zhuzilin branch,TCM,"Futian district zhuzilin four road, yuezhongyuehaijiayuan the third floor",8:00 am - 9:00 pm,8:00 am - 9:00 pm,"0755-888310
00667777","",Yes,,福田区竹子林四路越众越海家园三楼,22.534904,114.007521
Shenzhen,Futian District,No,Private,The second branch of Shenzhen Gushengtang   Zhuzilin,TCM,"zhuzilin 3 road, futian district, building bank of the second floor",8:00 am - 9:00 pm,8:00 am - 9:00 pm,"0755-875836
00667777","",Yes,,福田区竹子林3路，建设银行的二楼,22.534651,114.006961
Shenzhen,Nanshan District,No,Private,Shenzhen Gushengtang Nanshan branch,TCM,"3/f, block B, nanhai building, nanshan avenue",8:00 am - 9:00 pm,8:00 am - 9:00 pm,"0755-888310
00667777","",Yes,,南山大道南海大厦B座3层,23.05593,113.142986
Guangzhou,Tianhe District,No,Dental,Guangzhou Bybo Dental Clinic-Chengkang Dental Clinic ,Dental,"2F Hongxiang Mansion, No. 613 North Tianhe Road, Tianhe District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-8756150,Eng,Yes,,广州市天河区天河北路613号鸿翔大厦2楼,23.141667,113.340953
Guangzhou,Tianhe District,No,Dental,Guangzhou Bybo Dental Clinic-Xiexian Dental Clinic ,Dental,"4F Didu Mansion, No. 178 Linhe Zhong Road, Tianhe District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-38731088,Eng,Yes,,广州市天河区林和中路178号帝都大厦4楼,23.148949,113.325999
Guangzhou,Haizhu District,No,Dental,Guangzhou Bybo Dental Clinic-Hui'er Dental Clinic ,Dental,"No. 2-4 East Xingang Road, Haizhu District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-893963,Eng,Yes,,广州市海珠区新港东路2-4号,23.097792,113.337292
Guangzhou,Haizhu District,No,Dental,Guangzhou Bybo Dental Clinic-Jianxiang Dental Clinic ,Dental,"4F Yanhui Plaza, No. 108 Jiangyan Road, Haizhu District, Guangzhou",9:00 am - 5:30 pm,9:00 am - 5:30 pm,00-876813,Eng,Yes,,广州市海珠区江燕路108号燕汇广场4楼,23.081814,113.27736
Shenzhen,Nanshan District,No,Dental,Shenzhen Bybo Dental Clinic- Science Park Dental Clinic,Dental,"3F Science Park Cultural Plaza, Nanshan District, Shenzhen",10:00 am - 6:00pm,10:00 am - 6:00pm,0755-699893,Eng,Yes,,深圳市南山区科技园文化广场三楼,22.534338,114.061
Shenzhen,Nanshan District,No,Dental,Shenzhen Bybo Kangbo Dental Clinic- Kangle Dental Clinic,Dental,"K3005-1 Podium Building, Kangle Mansion, Nanshan Avenue, Nanhan District, Shenzhen",9:00 am - 4:30pm,10:30 am - 6:00pm,0755-86391336,Eng,Yes,,深圳市南山区南山大道与学府路口康乐大厦裙楼K3005-1,22.526863,113.924786
Shenzhen,Luohu District,No,Dental,Shenzhen Bybo Jianshe Dental Clinic- Jianshe Road Dental Clinic,Dental,"Podium Building Youyi Mansion, No. 1098-3 Jianshe Road, Luohu District, Shenzhen",9:30 am - 6:00 pm,9:30 am - 6:00 pm,0755-80986,Eng,Yes,,深圳市罗湖区建设路1098-3号友谊大厦裙楼,22.53817,114.117291
Shenzhen,Luohu District,No,Dental,Shenzhen Bybo Haiyan Dental Clinic- Guomao Dental Clinic,Dental,"2F East Shopping Center, North Building, Guoshan Mansion, Jiabin Road, Nanhu Street, Luohu District, Shenzhen",9:30 am - 6:00 pm,9:30 am - 6:00 pm,0755-913873,Eng,Yes,,深圳市罗湖区南湖街道嘉宾路国商大厦北座东部商场（二楼）,22.53928,114.11782
Shenzhen,Futian District,No,Dental,Shenzhen Bybo By'er Dental  Hospital,Dental,"1-2F Bybo Dental Hospital, Nanguo Mansion, No. 2061 Hongling Zhong Road, Futian District, Shenzhen",9:30 am - 5:30 pm,9:30 am - 5:30 pm,0755-3677688,Eng,Yes,,深圳市福田区红岭中路2061号南国大厦拜博口腔医院1-2楼,22.555609,114.103776
Shenzhen,Futian District,No,Dental,Shenzhen Bybo Dental Clinic- Fortune Dental Clinic,Dental,"6F Fortune Mansion, No. 88 Fuhua 3rd Road, Futian District, Shenzhen",9:30 am - 5:30 pm,9:30 am - 5:30 pm,0755-3998185,Eng,Yes,,深圳市福田区福华三路88号财富大厦六楼,22.533358,114.063845
Shenzhen,Futian District,No,Dental,Shenzhen Bybo Xinain Dental Clinic- Chegongmiao Dental Clinic,Dental,"Room 2501-2508, Building A, Xi'xinian Center,Tairan 9th Road, South Shennan Avenue, Futian District, Shenzhen",9:30 am - 5:30 pm,9:30 am - 5:30 pm,0755-888766,Eng,Yes,,深圳市福田区沙头街道深南大道南、泰然九路西喜年中心A座2501-2508室,22.534678,114.02388
Chengdu,Chenghua District,No,Private,Chengdu AIER East Eye Hospital,Ophthalmology,"No. 388, Shuanglin Road, Chenghua District, Chengdu","9:00 am - 12:00 pm, 2:00 pm - 5:00 pm",Make appoinment to have clinic visiting ,"08-68100800
08-68100811 ",Eng,Yes,,成都市成华区双林路388号,30.659918,104.093784
Changsha,Changsha xian,No,Public,Changsha TCM hospital,"orthopedics and traumatology,acupuncture and moxibustion,anorectal section","No.22 Xingsha Road,Changshaxian, ChangSha","8:00 am - 12:00 pm, 2:30 pm – 5:30 pm",Closed,"0731-8559115
1380818306 Eng, ",Eng,Yes,http://www.cssbyy.com/,长沙市长沙县星沙大道22号,28.236464,113.086719
Changsha,Yuhua District,No,Public,The 2nd People's hospital of Hunan province/Hunan Brain Hospital,psychiatry,"No.437 the 3rd section of Furong zhong road, Changsha","8:00 am - 12:00 pm, 2:30 pm – 5:31 pm",Closed,1397580396 ,Eng,Yes,http://www.hnnkyy.com/,长沙市芙蓉中路三段437号,28.15514,112.984789
Yantai,High Tech Zone,No,Private,Yantai Lvye Ailimei Obstetrics and Gynecology Hospital,"Gastroenterology, Obstetrics","No.8 Haibo Road, Yantai high tech Zone, Yantai, Shandong Province",8:30 am - 5:00 pm,8:30 am - 5:00 pm,0535-6575000,Eng,Yes,,山东省烟台市高新区海博路8号,37.446704,121.497223
Shanghai,Jing'an District,No,Private,Rainbow J Children's Clinic,"Pediatrics, TCM, Dentistry","Room 205, 206, 208, No. 35, Lane 123, Qufu Road, Jingan, Shanghai",Monday - Friday: 9:00 am - 6:00 pm,Saturday - Sunday: 9:00 am - 6:00 pm,00-900-8887,Eng,"",,上海市静安区曲阜路123弄35号205，206，208室（苏河湾）,31.24158,121.472954
Zhengzhou,Zhengdong New Area,No,Dental,"Sunny Dental Hospital, Zhengzhou",Restoration Orthodontics Implant,"107, Building C, Kailin IFC, No.88 Jinshuidong Road, Zhengdong New Area, Zhengzhou",8:00 am-5:30 pm,8:00 am-5:30 pm,"0371-5333310
0371-55171717
00-800-7676 ext.",Eng,Yes,,郑州市郑东新区金水东路88号楷林IFC C座107,34.770401,113.771698
Chengdu,High Tech Zone,No,Private,Chengdu GaoXin Tencent clinic,internal medicine，stomatology,"B block, tencent building, No 219 tianfu road,Gaoxin district,Chengdu","8:30 am - 12:00 pm, 1:00 pm - 5:30 pm",n/a,08-61687766,Eng,Yes,,成都市高新区天府三街219号，腾讯大厦B座,30.546086,104.061212
Chengdu,Qingyang District,No,Private,Chengdu Ailimei maternity hospital,OB/GYN,"14 block, Dongyuan time zone,No.78 Guanghua road,Chengdu","9:00 am - 12:00 pm, 1:00 pm - 5:30 pm",n/a,"1771135615
159885737 ","",Yes,,成都市青羊区光华东四路78号东原时光道14栋,30.668346,103.962229
Wuhan,Qiaokou District,No,Public,Wuhan Xiehe hospital international department,Family Medicine,"9th floor,No1277,Jiefang road,Wuhan","9:00 am - 12:00 pm, 2:30 pm - 5:00 pm",n/a,07-857666,Eng,Yes,http://www.whuh.com/wap.html,武汉市解放大道1277号门诊9楼,30.584024,114.275294
Wuhan,Qingshan District,No,Public,Wuhan PuRen hospital,Surgery， Hematology,"No.1 Benxi road,qingshan district,Wuhan","9:00 am - 12:00 pm, 2:30 pm - 5:00 pm",n/a,1517197603 ,"",Yes,http://www.purenyy.com/m/index.html,武汉市青山区本溪街1号,30.630672,114.380558
Guangzhou,Tianhe District,No,Private,Sing Health Medical @ Guangzhou,"Family Medicine, Pediatrics, Gynecology,Dermatology, Lab tests, Preventitive healthcare, Radiology/Imaging","2 Xian Cun Road, Zhujiang New Town, Tianhe District, Guangzhou",9:00 am - 7:00 pm,9:00 am-  3:00 pm,"00-3739566
00-3739500","Eng  Kr
Filipino","",,广州市天河区珠江新城冼村路2号,23.114951,113.328645
Shanghai,Jing'an District,No,Private,Shanghai HeShengTang Clinic,Internal Medicine; Acupunture & Massage therapy,"1/F, 888 Wanhangdu Road, Jingan District, Shanghai",09:30 - 18:00 (Closed on Tuesday) provide night clinic service to 20:30 every Thursday,09:30 - 18:00,01-6660699,"、Provide English,French and Japanese service, please notify when make the appointment.",Yes,,上海万航渡路888号1楼,31.22863,121.428328
Nanjing,Jiangning District,No,Private,GZ Clinic,Pediatrics、Family Medicine、Psychological Consult、OBS&GYN、Traditional Chinese medical、Plastic surgery、Rehabilitation etc,"1680 Shuanglong Avenue, Jiangning district, Nanjing (Near the southeast gate of 1912)",9:00 am - 12:00 am 13:00 pm - 18:00 pm,9:00 am - 12:00 am 13:00 pm - 18:00 pm,"05-86153390
18061959 English service h","Eng
Jp",Yes,,南京市江宁区双龙大道1680号，1912东南门附近,31.934025,118.818513
Shenyang,Huanggu District,No,Private,Madein International clinic,"GP, Gynecology, Obstetrics, Pediatrics","15 Taishan Road, Huanggu District, Shenyang",8:00 am - 17:00 pm,8:00 am - 17:00 pm,0-866853,"Eng
Jp
/Korea","",,沈阳市皇姑区泰山路15号（北陵公园正门）,41.83869,123.427069
Langfang,Yanjiao Economic & Technological Development Zone,No,Private,Hebei Yanda Ludaopei Hospitlal,Hematology,"West side of Sipulan Road, Yanjiao Economic & Technological Development Zone, Langfang, Heibei",8:00 am - 4:30 pm,closed,"0316-330638
185189985",Eng,Yes,,河北省廊坊市燕郊开发区思菩兰路西侧,39.922446,116.798559
Chengdu,Chenghua District,No,Private,Care Alliance rehabilition hospital of Chengdu,Rehabilitation,"YalongJiang road,（next to West squares of east railway station） Chenghua district,Chengdu","8:30 am - 12:00 pm, 1:30 pm - 5:30 pm",n/a,"186800898
08-83100386",Eng,Yes,,成都市成华区雅砻江路 (东客站西广场旁),30.628201,104.131105
Beijing,Chaoyang District,No,Dental,Pu Jing Dental Clinic,Dental,"Rm 201,204,2nd Floor, Office Building of Nuo, No.2A,Jiangtai Rd. Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-637186
010-637136",Eng Kr,Yes,,北京市朝阳区将台路甲2号诺金写字楼2层201、204室 100016,39.977329,116.481425
Beijing,Chaoyang District,No,Private,Beijing Tencent Clinic,GP、Pediatrics,"Unit108 Pacifiic Century Place, Gongrentiyuchang North Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,Closed,"006065999
010-6501077",Eng,Yes,,北京市朝阳区工人体育场北路甲2号盈科中心1层108,39.93279,116.458919
Dongguan,Dongcheng District,No,Public,Huaxin Building of Hong Wah Hospital,Cardiovascular Medicine,"No.1000, Dongguan Avenue,Dongguang City",9:00 am - 5:00 pm,Saturday & Sunday is closed,15016881617 ,Eng,Yes,www.khhospital.com,东莞市东莞大道1000号,22.971622,113.708648
Shenzhen,Futian District,No,Private,Shenzhen Dazu Douan Health Management Co. Ltd.,Department of gynaecology、Urology、Gynecology of traditional Chinese medicine、Internal medicine,"No.2, tairan eight Road, Futian District, Shenzhen",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"0755-388655
00-686-9911",Eng,Yes,,深圳市福田区车公庙泰然八路深业泰然大厦B座2楼,22.530169,114.022141
Hangzhou,XiHu District,No,Public,Hangzhou Seventh People‘s hospital West Valley Clinic,"Sleep disorders, psychological consultation","Room 207-208, Block C, Qianjiang Zhejiang Business Venture Center, 527 Xixi Road, Xihu District, Hangzhou","8:00 am - 11:30 pm, 1:30 pm - 5:00 pm Tuesday, Wednesday, Thursday extended outpatient time: 17:30-20:30",8:00 am - 12:00 pm,"00-80-0955 Group
00-80-7553 Individual",Cn,"",http://www.hz7hospital.com/xlzxmzb.html,杭州市西湖区西溪路527号钱江浙商创投中心C座207-208室,30.266025,120.108065
Dalian,Development Zone,No,Private,Dalian VITUP International Hospital,"General practice, Internal Medicine, General surgery, Pediatrics, Dentistry, Gynecology, TCM","22，No.2 DNA Road,DD Port, Kaifa dist., Dalian",8:30 am - 5:30 pm,Saturday: 8:30 am - 5:30 pm Sunday is on call,"011-3976866
011-3971901 Eng
011-397190 ",Eng,"",,大连市开发区双D港生命二路22号,39.062307,121.88102
Beijing,Xicheng District,No,Private,SinoRehab Clinic,rehabilitation medicine,S1 Floor，Donglian Plaza，No.8 Deshengmen East Avenue，Xicheng District,9:00 am - 6:00 pm,Closed,010-85188000,Eng,"",,北京市西城区德胜门东大街8号东联大厦S1层西区,39.948438,116.389413
Wuxi,Liangxi District,No,Private,Wuxi Mingci Cardio-vascular Hospital,"Internal Medicine, Cardiology, Cardiac Surgery, Endocri-nology, Rehabili-tation","No.599 Zhongnan Road, Liangxi District, Wuxi",8:00-11:30 & 13:00-17:00,only emergeny,"0510-68569677  Mo.-Fr. 08:00-17:00
15106197055 17:00-08:00","Eng
Ger","",,无锡市中南路599号,31.537351,120.28844
Wenzhou,Lucheng District,No,Dental,Dental Doctor Xincheng Branch,Dental,"Zhengmao Building, No. 118 Xincheng Road, Lucheng District, Wenzhou",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"0577-55885858
18006867700",Eng,Yes,,温州市鹿城区新城大道118号正茂大厦,27.998096,120.710138
Wenzhou,Lucheng District,No,Dental,Wenzhou Lucheng Dental Clinic,Dental,"Shopping Mall, Level A-1, Jienan Jinchun Building, Lucheng District, Wenzhou City",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"0577-55885858
1377777873",Eng,Yes,,温州市鹿城区解南锦春大厦A1-1F幢一层内商场,28.011342,120.661634
